0,0,0
0,0.1,-0.5
0,0.2,-1
0,0.3,-1.5
0,0.4,-2
0,0.5,-2.5
0,0.6,-3
0,0.7,-3.5
0,0.8,-4
0,0.9,-4.5
0,1,-5
0,0.1,0.5
0,0.2,0
0,0.3,-0.5
0,0.4,-1
0,0.5,-1.5
0,0.6,-2
0,0.7,-2.5
0,0.8,-3
0,0.9,-3.5
0,1,-4
0,1.1,-4.5
0,0.2,1
0,0.3,0.5
0,0.4,0
0,0.5,-0.5
0,0.6,-1
0,0.7,-1.5
0,0.8,-2
0,0.9,-2.5
0,1,-3
0,1.1,-3.5
0,1.2,-4
0,0.3,1.5
0,0.4,1
0,0.5,0.5
0,0.6,0
0,0.7,-0.5
0,0.8,-1
0,0.9,-1.5
0,1,-2
0,1.1,-2.5
0,1.2,-3
0,1.3,-3.5
0,0.4,2
0,0.5,1.5
0,0.6,1
0,0.7,0.5
0,0.8,0
0,0.9,-0.5
0,1,-1
0,1.1,-1.5
0,1.2,-2
0,1.3,-2.5
0,1.4,-3
0,0.5,2.5
0,0.6,2
0,0.7,1.5
0,0.8,1
0,0.9,0.5
0,1,0
0,1.1,-0.5
0,1.2,-1
0,1.3,-1.5
0,1.4,-2
0,1.5,-2.5
0,0.6,3
0,0.7,2.5
0,0.8,2
0,0.9,1.5
0,1,1
0,1.1,0.5
0,1.2,0
0,1.3,-0.5
0,1.4,-1
0,1.5,-1.5
0,1.6,-2
0,0.7,3.5
0,0.8,3
0,0.9,2.5
0,1,2
0,1.1,1.5
0,1.2,1
0,1.3,0.5
0,1.4,0
0,1.5,-0.5
0,1.6,-1
0,1.7,-1.5
0,0.8,4
0,0.9,3.5
0,1,3
0,1.1,2.5
0,1.2,2
0,1.3,1.5
0,1.4,1
0,1.5,0.5
0,1.6,0
0,1.7,-0.5
0,1.8,-1
0,0.9,4.5
0,1,4
0,1.1,3.5
0,1.2,3
0,1.3,2.5
0,1.4,2
0,1.5,1.5
0,1.6,1
0,1.7,0.5
0,1.8,0
0,1.9,-0.5
0,1,5
0,1.1,4.5
0,1.2,4
0,1.3,3.5
0,1.4,3
0,1.5,2.5
0,1.6,2
0,1.7,1.5
0,1.8,1
0,1.9,0.5
0,2,0
0,0.27,-0.65
0,1.56,-2
0,1.53,-1.35
0,1.11,1.25
0,0.7,-3.05
0,1.04,3.95
0,0.23,-0.9
0,0.77,-3.2
0,1.06,-2.3
0,1.69,-1.35
0,0.18,-0.2
0,0.65,-0.7
0,0.49,1.3
0,0.89,-4.3
0,1.82,0.45
0,1.24,-3.55
0,0.86,3.25
0,1.43,1.05
0,0.95,4.4
0,1.66,-1.2
0,1.38,-1.25
0,0.81,1.35
0,1.51,-1.5
0,0.57,2.8
0,1.16,0.4
0,0.85,2.1
0,1.43,-0.65
0,0.95,-0.5
0,0.96,-3.75
0,1.78,1.05
0,1.02,-0.3
0,0.91,4.5
0,0.88,-3.25
0,0.93,2.2
0,1.5,0.85
0,0.34,0.65
0,0.3,0.95
0,1,3.25
0,0.49,0.25
0,0.94,2.2
0,0.61,-2.1
0,0.44,1
0,0.72,3.1
0,0.99,-1.35
0,1.11,-0.55
0,0.68,2.6
0,1.06,0.75
0,1.49,2.5
0,1,-1.25
0,1.32,2.5
0,0.85,1.8
0,1.68,-0.3
0,0.92,-1.45
0,1.03,-1.45
0,1.08,1.2
0,0.94,0.1
0,1.78,-0.5
0,1.16,0.9
0,1.4,2.2
0,1.04,-2.4
0,1.47,0.75
0,1.37,-2.65
0,0.73,3.15
0,1.39,-0.35
0,1.53,1.75
0,1.3,3.2
0,0.65,3.15
0,0.48,-0.55
0,1.18,-4.05
0,1.12,1
0,0.75,0.65
0,1.58,-1.4
0,1.34,1.85
0,1.04,2.95
0,0.84,-1.15
0,0.55,1.7
0,0.91,3.35
0,0.7,2.05
0,1.04,3.8
0,1.42,1.75
0,1.03,2.4
0,0.97,-4.05
0,0.23,-0.7
0,0.29,1.3
0,0.49,1.35
0,0.98,-4.3
0,1.51,0.35
0,1.38,1.1
0,1.19,-3.2
0,0.26,0.45
0,0.31,-1.1
0,0.27,0.1
0,1.6,0.6
0,1.24,-3.4
0,1.36,1.65
0,0.48,0.55
0,1.81,0.1
0,1.27,2.05
0,1.43,-1.9
0,0.96,3.85
0,1.25,3.5
0,1.04,2.55
0,1.14,2.85
0,0.79,3
0,1.63,-1.15
0,1.35,-1.5
0,0.01,-0.05
0,1.5,-0.25
0,1.71,-1.25
0,1.05,3.7
0,1.18,-2.65
0,0.52,2.55
0,0.8,-0.5
0,0.76,-2.85
0,1.58,1.35
0,1.24,-3.8
0,1.73,-0.85
0,0.81,2.2
0,1.77,0.85
0,0.98,4.85
0,0.28,0.35
0,1.18,1.85
0,1.11,-4.25
0,0.18,-0.85
0,1.03,2.8
0,0.98,-3.55
0,0.94,-3.7
0,1.04,3.5
0,1.1,3.75
0,1.54,-2.15
0,1.35,-2.85
0,1.12,1.5
0,0.71,1.05
0,1.2,2.65
0,1.38,-1.1
0,0.88,0.15
0,1.61,-1.05
0,1.51,-1.3
0,1.15,-2.05
0,0.97,-3.9
0,1.29,1.45
0,1.08,4.55
0,0.23,-0.4
0,0.76,-2.35
0,0.93,2.95
0,0.66,-2.9
0,1.56,-1.4
0,0.6,1.2
0,0.6,-1.8
0,1.31,-1.5
0,0.8,-0.9
0,1.22,-2.1
0,0.35,1.15
0,1.31,2.6
0,1.63,-1.4
0,0.83,-0.65
0,1.13,1.95
0,1.22,0.35
0,0.97,-4.55
0,1.76,-1.1
0,0.86,-1.65
0,1.92,0.15
0,0.9,2.7
0,0.86,-1
0,1.21,1.6
0,1.27,-1.35
0,0.62,1.4
0,1.57,-1.55
0,0.33,-1.5
0,1.41,-0.65
0,1.29,-1.35
0,1.65,1.5
0,0.52,-0.4
0,0.16,-0.15
0,1.23,-0.5
0,0.65,-0.15
0,1,-4.15
0,0.26,-0.9
0,0.59,-2.3
0,1.28,-3.55
0,1.03,-3.3
0,0.97,-3.95
0,0.65,0
0,0.22,-0.6
0,0.94,-1.5
0,0.83,-3.7
0,0.76,2
0,0.53,-2.2
0,0.69,-2.45
0,0.69,-2.2
0,1.15,-0.25
0,1.08,2.1
0,1.02,2.4
0,1.18,2.8
0,1.26,-0.55
0,0.87,-3.75
0,1.31,-0.2
0,0.98,-3.45
0,1.32,-1.4
0,1.78,-0.7
0,1,-4.85
0,0.36,1.8
0,0.82,-1.25
0,0.9,-1.8
0,1.07,4.25
0,1.64,1.2
0,0.92,-0.6
0,0.94,4.65
0,1.02,2.7
0,1.07,3.2
0,1.47,-1.6
0,0.88,-0.3
0,0.94,4.25
0,1.36,1
0,0.78,0.4
0,0.39,1.5
0,1.05,4
0,1.54,1.3
0,1.05,3.05
0,0.68,-1.85
0,1.11,0.25
0,1.15,-2.2
0,1.25,-0.45
0,1.27,2.95
0,1.2,2.9
0,0.77,3.7
0,0.83,0.25
0,0.83,-0.7
0,0.13,0.05
0,1.13,2.85
0,0.69,-1.15
0,1.56,0.2
0,0.78,-1.35
0,0.1,-0.2
0,1.77,0.85
0,1.19,1.4
0,0.82,2.7
0,0.64,0.6
0,0.09,-0.2
0,0.76,0.3
0,0.91,-0.35
0,0.9,-0.85
0,1.01,2.2
0,1.37,-1.8
0,0.85,-1.4
0,1.17,-3.1
0,1.44,0.7
0,1.52,0.9
0,0.77,1.2
0,1.75,-0.75
0,0.99,-1.35
0,1.34,-0.35
0,0.82,-0.15
0,0.9,1
0,0.46,2.2
0,1.01,0.5
0,1.5,0.95
0,0.43,-1.15
0,0.26,-0.3
0,1.2,0.15
0,0.67,-0.4
0,0.85,2.05
0,0.88,0.15
0,1.4,-0.3
0,0.95,-3.7
0,0.92,1.1
0,0.53,-2.65
0,0.83,3.15
0,1.43,-2.2
0,1.22,-1.2
0,0.69,-1.65
0,0.97,-1.5
0,0.98,-2.6
0,0.74,-0.7
0,0.84,-1.3
0,0.81,-0.3
0,0.53,1.9
0,1.21,-2.25
0,0.99,-2.4
1,2.09,0
1,2.19,-0.5
1,2.29,-1
1,2.39,-1.5
1,2.49,-2
1,2.59,-2.5
1,2.69,-3
1,2.79,-3.5
1,2.89,-4
1,2.99,-4.5
1,3.09,-5
1,2.19,0.5
1,2.29,0
1,2.39,-0.5
1,2.49,-1
1,2.59,-1.5
1,2.69,-2
1,2.79,-2.5
1,2.89,-3
1,2.99,-3.5
1,3.09,-4
1,3.19,-4.5
1,2.29,1
1,2.39,0.5
1,2.49,0
1,2.59,-0.5
1,2.69,-1
