0,0.15,0
0,0.15,2.5
0,0.15,5
0,0.15,7.5
0,0.15,10
0,0.15,12.5
0,0.15,15
0,0.15,17.5
0,0.15,20
0,0.15,22.5
0,0.15,25
0,0.15,27.5
0,0.15,30
1,-0.15,30
1,-0.15,27.5
1,-0.15,25
1,-0.15,22.5
1,-0.15,20
1,-0.15,17.5
1,-0.15,15
1,-0.15,12.5
1,-0.15,10
1,-0.15,7.5
1,-0.15,5
1,-0.15,2.5
1,-0.15,0
0,0.16,4.2
1,-0.16,25.9
0,0.16,8.2
1,-0.16,21.8
0,0.16,16.3
1,-0.16,13.7
0,0.16,7.8
1,-0.16,22.2
0,0.17,5.3
1,-0.17,24.7
0,0.18,17.7
1,-0.18,12.3
0,0.18,11.7
1,-0.18,18.3
0,0.19,4.3
1,-0.19,25.7
0,0.19,14.1
1,-0.19,15.9
0,0.19,13.8
1,-0.19,16.2
0,0.2,17.1
1,-0.2,12.9
0,0.21,12.1
1,-0.21,17.9
0,0.21,11
1,-0.21,19
0,0.21,9.4
1,-0.21,20.6
0,0.21,28.2
1,-0.21,1.8
0,0.21,2.9
1,-0.21,27.1
0,0.21,14
1,-0.21,16
0,0.22,22.4
1,-0.22,7.6
0,0.22,1.4
1,-0.22,28.6
0,0.22,1.4
1,-0.22,28.6
0,0.22,4
1,-0.22,26
0,0.22,4.8
1,-0.22,25.2
0,0.23,19.7
1,-0.23,10.3
0,0.23,1.1
1,-0.23,28.9
0,0.23,17.6
1,-0.23,12.4
0,0.24,13.6
1,-0.24,16.4
0,0.24,5.1
1,-0.24,24.9
0,0.24,9.9
1,-0.24,20.1
0,0.25,24.7
1,-0.25,5.3
0,0.25,11.3
1,-0.25,18.7
0,0.25,26.2
1,-0.25,3.8
0,0.25,3.3
1,-0.25,26.7
0,0.26,7.1
1,-0.26,22.9
0,0.26,27.5
1,-0.26,2.6
0,0.26,5.2
1,-0.26,24.8
0,0.26,4.1
1,-0.26,25.9
0,0.26,13.2
1,-0.26,16.8
0,0.26,13.3
1,-0.26,16.7
0,0.27,5
1,-0.27,25
0,0.27,15.3
1,-0.27,14.7
0,0.27,12.2
1,-0.27,17.8
0,0.27,19
1,-0.27,11
0,0.27,21.9
1,-0.27,8.1
0,0.27,1.6
1,-0.27,28.4
0,0.27,23.9
1,-0.27,6.1
0,0.28,6
1,-0.28,24
0,0.28,14.5
1,-0.28,15.5
0,0.28,4.6
1,-0.28,25.4
0,0.28,23.6
1,-0.28,6.4
0,0.28,12.1
1,-0.28,17.9
0,0.29,0.8
1,-0.29,29.2
0,0.29,13.1
1,-0.29,16.9
0,0.3,4.1
1,-0.3,25.9
0,0.3,0.7
1,-0.3,29.3
0,0.3,3.8
1,-0.3,26.2
0,0.31,12.3
1,-0.31,17.7
0,0.31,6.4
1,-0.31,23.6
0,0.31,17.7
1,-0.31,12.3
0,0.31,17.4
1,-0.31,12.6
0,0.31,16.4
1,-0.31,13.6
0,0.31,8.3
1,-0.31,21.7
0,0.31,11.6
1,-0.31,18.4
0,0.32,14.8
1,-0.32,15.2
0,0.32,12.6
1,-0.32,17.4
0,0.32,10.6
1,-0.32,19.4
0,0.33,17
1,-0.33,13
0,0.33,10.4
1,-0.33,19.6
0,0.33,1.2
1,-0.33,28.8
0,0.34,7.7
1,-0.34,22.3
0,0.34,10.1
1,-0.34,19.9
0,0.34,5.5
1,-0.34,24.5
0,0.34,4.5
1,-0.34,25.5
0,0.34,3.3
1,-0.34,26.7
